candidate,run_date,row_index,source_asset_id,expected_pot_number,detected_numbers,detected_count,match,image_missing,ocr_text_preview
wide_lower,2026-02-28,87,AF1QipN8lN2IVLqK4sAOJ_vFHm3AXHh9n7uFHwwWGyBK,29,"4,3,1,5",4,0,0,"PO PPS a VE wR wee? 4 Ae ante — base 4 ‘as et, wet . wont at, gy wey "" Sore Gp eG AL'S Bickers oss m neti Fa hy ae yh Ss Nay od Wea ie eRe BEY iy ARAN RCSS se i RA Re ow. \}. rt ye"
center_tall,2026-02-28,87,AF1QipN8lN2IVLqK4sAOJ_vFHm3AXHh9n7uFHwwWGyBK,29,"4,7,3,2",4,0,0,"= : awa mo, fan “) > i On cet (OPE ne? Re ore YE RST ees RSS are TPN Seo sec! ey Adah SSR F oh and ses ae rf wre ee? 4 Cte ain = We noch RU Pc ere BE cana ae en are ere AeA ei ARS "
left_tall,2026-02-28,87,AF1QipN8lN2IVLqK4sAOJ_vFHm3AXHh9n7uFHwwWGyBK,29,"4,5,7,3,23,1,2",7,0,0,"oh eS { £ Als eee Ua gas Ty Se on) a at ARES 4 oe ' Baek PIRES raAN | WON BRS Sooty j = Weg Boia Rees Ps +, ooh. an Xi Sh We NS a ; > WES aNey : || wr n. =“ ~ 5 ony pent Pa) 7%, on"
right_tall,2026-02-28,87,AF1QipN8lN2IVLqK4sAOJ_vFHm3AXHh9n7uFHwwWGyBK,29,"7,3,4,2",4,0,0,"ey “ nw. AY Coa es TS Lo | wn) Sree per Sie ig ie : EIS he eb ee + Sativa? . (sent ean Doma Seta Sera ce . Bee ups scesin \\West ca sea FOS es OSA atetase te- SAAN PS, a e - A set!"
wide_tall,2026-02-28,87,AF1QipN8lN2IVLqK4sAOJ_vFHm3AXHh9n7uFHwwWGyBK,29,"4,2,7,5,3",5,0,0,we aed” | . ne ew Sern pices odes ae a ore py os oY Ps aT MEQty> eaetes aie) bro no. rae ray Vea 4 Core Le eae Dea \ pb TT TE BRO ESE VEE Cree Axe Pe TY Ni Sti tee ees S\N he piace
narrow_top,2026-02-28,87,AF1QipN8lN2IVLqK4sAOJ_vFHm3AXHh9n7uFHwwWGyBK,29,"4,7,1,2,3,5,34",7,0,0,"4 -~ 7 “a oan . 7” . . . on ° yy ° . 1 eaee ee Pa Sates oly BA Pei 4 2 Ay St 2 : Sees 3 forensics ee yey ay nae epee tS , Arad yeteen A\ 5, epee be (See? 1 ot F SGmaae ys, || -~ oY"
broad_top,2026-02-28,87,AF1QipN8lN2IVLqK4sAOJ_vFHm3AXHh9n7uFHwwWGyBK,29,"7,5,3,2,4",5,0,0,". em 77) Vi S@e ero Rr ere eS oo - ya) ae EEN Ne a aoc | Wn Canin > Re Ry ReRete || oY I]! oo? ntl wr n. =“ ~ ox 7, 5 Ane iM fy ray Pa) 7%, on / ""i. in ant X Fee oa eb EA ia an a b"
baseline,2026-02-28,88,AF1QipMA1KNHY-BkzEndCV8bbb6VSo3d5vNcieos4-_i,30,"33,4,6",3,0,0,"ae “bet AS aN Ra . RONEN Abr eeegeN camo a cs ns. 33% = eet ‘ org FISD t ARIA ONE GAL AGS || ~ Fy moe R Nag NA ae EA KS OL 4: Fi ony ere7, ee = ass at. io Sed Gy RS %, si SEK, Co 4"
wide_lower,2026-02-28,88,AF1QipMA1KNHY-BkzEndCV8bbb6VSo3d5vNcieos4-_i,30,"4,2,7,1,5",5,0,0,"ee? imo wR UL pate: Vg pa aed an SE Se , [~~ Mayet Ge ad f pons ys ie ‘ YS ae whe 4 = Kine QO! re er rN ‘ eee oO AN gps eo On bas ee Wee ee as F A. 2 Boor ees es or ol ted tm SNS M"
center_tall,2026-02-28,88,AF1QipMA1KNHY-BkzEndCV8bbb6VSo3d5vNcieos4-_i,30,"5,4,1",3,0,0,"a a ee 5 “ae! ripe pang! * . Paes t Fay Howie a ire. ca 4 Creel VAN Bir cama ON A ns 1 NEA NRE APACE AO Vee BAA VON ES Shae ae SAL OA Bigs ™ ? wa a . te) os || 7A Lt Cran a@,* +” O"
left_tall,2026-02-28,88,AF1QipMA1KNHY-BkzEndCV8bbb6VSo3d5vNcieos4-_i,30,"4,5,1,7,2,3,8",7,0,0,"‘ * TA >» 4 . ey Ste, Goes fee. een * “f Ea ait cee EE OY WANS Be ee er at eel vrs ne ye ed eta PY AR fae eae oo AC poe we wee ee EE NV SSREETGE fet, > 1b, Zo eS ear TEe A a) ae Ri"
right_tall,2026-02-28,88,AF1QipMA1KNHY-BkzEndCV8bbb6VSo3d5vNcieos4-_i,30,"4,2,3",3,0,0,"ee “. ‘ ai.4 rn Wet, eR ate ~ Re Ets hr are aN 4, OF VERA ! * . s Ree ae: he &: a ety, Sees Sem ENCES nls i an} . 2 sof Ee (4 rr ly - oti on _ pone a Fa Be ae ody eens || ny “F dak"
wide_tall,2026-02-28,88,AF1QipMA1KNHY-BkzEndCV8bbb6VSo3d5vNcieos4-_i,30,"5,7,4,2,3,9,17",7,0,0,"ee el . 5 . a .7 at os aes ee ’ ae oar, ot . . a A age LN pete Ry WW Ie Tear es a—{! Prioge: 7 ~aaW Fon’ De a RORY ESS ted eae y ay Gar (s ise) my re Sey ere atiaae ; mene SSS VE I"
narrow_top,2026-02-28,88,AF1QipMA1KNHY-BkzEndCV8bbb6VSo3d5vNcieos4-_i,30,"7,3,4,2",4,0,0,"7” a a e -Y ; ~ — . ™~ a a —— - ‘ nage ” . . , . \ . A . ~3, NL: RAS; \. H Nye Ores na . comers CANTY or Anes ro AAS see AO Vy Sees = appa ve EES FEL Oe k et || —_ - =? mT}, toe ad"
broad_top,2026-02-28,88,AF1QipMA1KNHY-BkzEndCV8bbb6VSo3d5vNcieos4-_i,30,"7,4,35,38,2,9",6,0,0,"- - Ld bid ‘ aa = a oo ae ae ON . an - .* id | ae wt ee? Ba pee Ss 58 Set once OY Pref Preah 1oN% arn : < Pe Pe wero AAP on, mes aS ae Scat MEP x Aion, eee ENE Ns Wa eee iS Bipot e"
baseline,2026-02-28,89,AF1QipMy07ShH1PZZKTwlfyeihWHhK1NMzrXYVSMKX9H,31,3,1,0,0,Ref eevee 52% Weds eins |? ‘3 swe TL EN Bea\s Ni apes || Pests de Seemiit : Tar rN } > & rata T Wet || PA NG oie wn Sad wa ten Bnd as Soe te thee ? st v Nw 1A] Bj . Teed OSes tra L
wide_lower,2026-02-28,89,AF1QipMy07ShH1PZZKTwlfyeihWHhK1NMzrXYVSMKX9H,31,"7,3,2",3,0,0,"SBRASSITG AI ear A at aN 7 T ae offs. WC See ISS pall SIRS Cee be * ot? Sy Sa Rea eT Ae "" aa SS ARs | ""\ =) SE \ Fa ait nd =} oA. || ekoey yo Ey a ¢ » “ 3 ee. Sy 3! \B {Ahan ‘ a F "
center_tall,2026-02-28,89,AF1QipMy07ShH1PZZKTwlfyeihWHhK1NMzrXYVSMKX9H,31,"7,3,2,4,1",5,0,0,PART f Fp heeente™ bh . dell No a G \ Sri hal Stas S51 | ee “re O ES 7 3 aw rt Te Vayda Reel rm €; nest SB wares Ware Wi 2% & — a aa ~Lie* at AeA | NY || J! b= as fake fae i oa/ = 
left_tall,2026-02-28,89,AF1QipMy07ShH1PZZKTwlfyeihWHhK1NMzrXYVSMKX9H,31,"18,20,4,7,5,32,2,1",8,0,0,"TT Led 18) Nem r — : “ap Lat oh ARUN || uN Y Ed nea i ee é \ es % oy 52, : YP) ig 20 A 4 7 eas enns 7” Pik 7 ON ¢ oie kV otter i \: ene Se a oy 5 7 Ae Yat ? 32 ret TT Ww Bj 1A] Ly "
right_tall,2026-02-28,89,AF1QipMy07ShH1PZZKTwlfyeihWHhK1NMzrXYVSMKX9H,31,"7,20,4,5,2,3",6,0,0,"qT * AL 7 a whe oe | Red eM BPS tee o6 bak Se eat SESE RR Pe tak Sy ot, ter 20 Pe Te he ie rere a BE baat AR re Ge ao ee et mM ee yO || aS ge Fy katie Prop ee a8 ah ay 3H as 4 uA e"
wide_tall,2026-02-28,89,AF1QipMy07ShH1PZZKTwlfyeihWHhK1NMzrXYVSMKX9H,31,"4,2,10,20,7,32,3",7,0,0,"EAT Be EW al ls RNR NCS ba BT ee 4 ab fea ES eae eke hey tel BS Goes) iA 2 WA 2 10 ee So re pay Te ray <a | ‘ ot BY ol NN Coceern || EO) WE Ns BAS Cotes | Meds Prop a, i aN ee ay —"
narrow_top,2026-02-28,89,AF1QipMy07ShH1PZZKTwlfyeihWHhK1NMzrXYVSMKX9H,31,"2,4,1,23",4,0,0,"Wed 2 eT | va Pt SS Es ‘ shes ° 4 aed Be) wea r) a_i me} | pots 4 1 t [oye wee ee Wek: Syae 2, | AF] to a ce 2 it he5? ini || ee o Kh ares Tn . oN qT | tf 23, ay Y : NAT sabe as 4 "
broad_top,2026-02-28,89,AF1QipMy07ShH1PZZKTwlfyeihWHhK1NMzrXYVSMKX9H,31,"7,1,4,2,17,20,3,5,24,6",10,0,0,"SAAT AT PVA, A OF PCN MMT SAN AOL 7"" | an oe [EO TONNG EEN (Seven: ie 1 ped e\4 k= Ved de cam € T = 4 ov “ . , ee eee ie AL) 2° Bee 3I ory a ba yar \esbteet OSA Wak = Oe POP Bacon "
baseline,2026-02-28,90,AF1QipOiBi50K5TwISV3rtRgP2GIQC4IT7UbtiGN28Ps,32,"2,3,4",3,0,0,"Pees ree, S\\ eae LU MP re ep py oat Sia samen'p SAS: [Egos Sey .d PSS We AVES ee ei tes || or atl oh, dep £2 La 3 ye ah e nae om “vt, iA ' at Sf ie be er, 2 RES —) aN ry WE: eae o"
wide_lower,2026-02-28,90,AF1QipOiBi50K5TwISV3rtRgP2GIQC4IT7UbtiGN28Ps,32,"2,4,5,3,6",5,0,0,"ED sees SS TY Caer FAs png EEE ts DS . eet sh\ ie. Spe cose sdeiyng, | NV Se ee ae rh) See Sst Need Nd Ny $2 Migit ed atm ees ee LARGE ey. CAN: nae Peres Rares 4 pees ee ange THE A"
center_tall,2026-02-28,90,AF1QipOiBi50K5TwISV3rtRgP2GIQC4IT7UbtiGN28Ps,32,"4,3,2,7,5",5,0,0,". ae WN \easececetich: SNGE AR 4) ca , mee 3 . Ci: ; econ 3 ee 3\\ Percy {\) Mie ~ rhs is; ™ + ‘a ror OIL Se A Sr tod aa \ ee eR Wee . SEN z Ree 2 Rint ke Satis ; a Rei eae Lak ep "
left_tall,2026-02-28,90,AF1QipOiBi50K5TwISV3rtRgP2GIQC4IT7UbtiGN28Ps,32,"19,3,4,32,5,2,1,27,6",9,1,0,"es S4 19 FR SA - BR EA SH rn ee TN ‘yey Sprint My ete Evel ee RN COG See Saya Woes PA bietierh 3 perce Rares 4 pase I Sievernd WY BE? PE we Pn aesw reat, i < — ane ar: aN ~, ‘ idea"
right_tall,2026-02-28,90,AF1QipOiBi50K5TwISV3rtRgP2GIQC4IT7UbtiGN28Ps,32,"2,7,4,5,9,1",6,0,0,"SNE eA gLs C20 ales coor -— en aaey ene, Seca TAO \> BEEBE eek caer RES rece snal 2 AG “ Se lemeeey _ j\\ Wace CEs SEES NRA EES NE Beageasocreasl 2 \WNEEERS ELT A A Sreersan) RES M"
wide_tall,2026-02-28,90,AF1QipOiBi50K5TwISV3rtRgP2GIQC4IT7UbtiGN28Ps,32,"4,2,5,3,20,7",6,0,0,Siberies 4 tape tts SEN Cre ree eu ED steel PAE RES ANN CSA LN valdteses) \| Ege Rare 4 NSS SS eee Cag ANS sagan \ Sen On oN ee ee ard ee Oe ere eta ay Caen ra OMS EAN PS yee em AL
narrow_top,2026-02-28,90,AF1QipOiBi50K5TwISV3rtRgP2GIQC4IT7UbtiGN28Ps,32,"4,7,5,3,20,2,6",7,0,0,"| ~ rr won stete Sag A ix Lb fate HONS, Vets eee 4 X = See SS NERS | = was S . Fast x So ae ea ee = Apc cd atime, S\N as aA Ra iy _.d WE a eres ryt gle ey ao as ers 4 COS ERI esd a"
broad_top,2026-02-28,90,AF1QipOiBi50K5TwISV3rtRgP2GIQC4IT7UbtiGN28Ps,32,"2,4,5,20,8",5,0,0,"-- “ws” in? ba i i SS) 2, ABE ees Nee We . aes oe. : were ea ae ale Shape ba, wy 2 SIF ""EA ee y ot Sree Cor ae NS PSST? ""ps erie see Ree eT CAIN “Fier anil aes goats SM Wetec Sy WR"
baseline,2026-03-01,94,AF1QipONKQXPCi8_IMuBZYIiNLRXP-o8Gm7HXKwK_kb8,3,"23,2,4,25",4,0,0,"a * — =, “% DRE yh £23 rn AW IV YS ‘ Ean 3h ’ away wee Rca kes) “ ae 2 ray Beas SE 4. ate a S38 teres LN? Sh Soh ie A'S: Siren Ose Vetrs 4 SEN Naan ata) Pe ie Soe ss os yy Sat, » B"
wide_lower,2026-03-01,94,AF1QipONKQXPCi8_IMuBZYIiNLRXP-o8Gm7HXKwK_kb8,3,"2,5,4,7,3,1,23,22,8,9",10,1,0,piwm- & 2 ¢ Say ELON EP TA OS Pel di Tey 5. . en taleaieg eR Yr ae SR aes Ae hs Lit ER ON Ee EE RNS Ton ara a re SS Se Be SP eed ENA QURMaC eS ek GS ee RNA aie Peep Ct exe TU. Wea 
center_tall,2026-03-01,94,AF1QipONKQXPCi8_IMuBZYIiNLRXP-o8Gm7HXKwK_kb8,3,"8,1,4,2,9,23",6,0,0,"q ‘et, A a arenes aes wae a es Sar ae” ‘ Lye ca + raat e eee BA There dh 8 papas Measeon os wel a Me ess cs we eed a BPrhtsk hay J ENN * ACA , Ps Sas . 1 apie we : pate q a ” ( oi "
left_tall,2026-03-01,94,AF1QipONKQXPCi8_IMuBZYIiNLRXP-o8Gm7HXKwK_kb8,3,"5,1,4,9,2,23,3,8,7",9,1,0,"BS be OTT Moore Aa LAnh es Bon Dica vied A feted th 3e. Ni foes CBee SBA *s ot < BR: a vey al gee fie BA SEES bebe TS RE ene Pe EY iP het ag ie ore, Yt Wen? = Se we oa Setar eed ag"
right_tall,2026-03-01,94,AF1QipONKQXPCi8_IMuBZYIiNLRXP-o8Gm7HXKwK_kb8,3,"2,40,4,3,23,7,9",7,1,0,"Sr LRT BN ROLES BO ry, abate ARUN ER ae bee SA a pe Saas B50 G Mean ee Fike yt —~ eye 2. Site Mes “Beth ee roe EERO Cet aes MY EMR eae Lp. wey a4 YS . ADE NG Rea Cot ad Mae feeeg a"
wide_tall,2026-03-01,94,AF1QipONKQXPCi8_IMuBZYIiNLRXP-o8Gm7HXKwK_kb8,3,"5,7,2,1,4,3,23",7,1,0,"pee een) ES WER TRNE Sa aot oer: : 5 on VW Ibs, nt “coh a oy > YS ones - epraty fear ay Arora By, SR! We career” AS se % a S Mp ptt Poe “Sierra = ca Se Lowe NITES Ah eee see 7 ente"
narrow_top,2026-03-01,94,AF1QipONKQXPCi8_IMuBZYIiNLRXP-o8Gm7HXKwK_kb8,3,"2,7,3,1,4,5,23,8",8,1,0,"ede rwenqg * 2 f Ee ot MS, oe Agteocar © fey by Yioes Vals ng : ° 2°. . ae Sed Pastis, b WARee seer gaa j wt RGN abe! Ny! 7 \A = ee af SRILA dae Niety’, os rr wes Wert Ye. f | eee "
broad_top,2026-03-01,94,AF1QipONKQXPCi8_IMuBZYIiNLRXP-o8Gm7HXKwK_kb8,3,"2,5,4,1,7,3,23,9,8",9,1,0,". a Vea eee ee LN j . ' ~ See : ena oth ek! us é ys bf . » Wrerecset tg v1 Ny Ve Sladen SEE A mgs: oo Weegee 2 Be oN TEN on, WES oeeete WSN pe to De ys ein a wean LES , TWAS ieee e"
baseline,2026-03-01,96,AF1QipN5UGDUBJE_TdMqBxwaVvmSpxhobGE5Jpp5IE9M,5,"28,7",2,0,0,"Ac TANS atl onic elt ON Le: SPOR IEE, Sap ae s Saas erent Erte ee a leara ieee Wee — ees, prea ‘ eae go nce er aY, ped RE ete ts ETS Ne phe ee Se . We niet erent, - aie as || eed a"
wide_lower,2026-03-01,96,AF1QipN5UGDUBJE_TdMqBxwaVvmSpxhobGE5Jpp5IE9M,5,"1,9,4,7,3",5,0,0,"RE ony nee =m BF zs Re are pites * kde ga aN TE, pa . a2 4s WA Wee mb Hikes Me LWhtelfets Pp 8S DE “ RENE ES saN peal cae Ne eee eee ESCA PC RT ot iene SSI Aaa & ye. Oe Say Qe ANS "
center_tall,2026-03-01,96,AF1QipN5UGDUBJE_TdMqBxwaVvmSpxhobGE5Jpp5IE9M,5,"1,7,3,2,4,5,8",7,1,0,"ws ge —1 i he whe. Spon 7 fete Xs ad . Hots ie * Y SAAD De We) Rese ie wh c to : Vee . ‘@ seared Vata, SF I Lyne Sah SLE Ne . hae Ob pia LE oe os GRR OVSARUN Nome igh Se Ay Mente ?"
left_tall,2026-03-01,96,AF1QipN5UGDUBJE_TdMqBxwaVvmSpxhobGE5Jpp5IE9M,5,"7,2,8,3,4,1",6,0,0,"Nb VON Whe ro 7 be ee ON S\N tea pet ("" ON x Sa ER Ber TN AAs earth a et) WS te See RN Sete ON 2 Ns MEL ge BUEN Neer x 7 ¥eL a VA ey a feats Srp See CEL ES. of Akela oy RO Ad ote o"
right_tall,2026-03-01,96,AF1QipN5UGDUBJE_TdMqBxwaVvmSpxhobGE5Jpp5IE9M,5,"1,7,5,4,2,24,3",7,1,0,"Re Be Ce —1 i t dhe. Spon 7 fete ; N whe peace wa Tie . se he abs, SO se NOE : EN oe:! oe BA \ Sees yes” pit N A rhe e846 NC “ ‘ & eA ‘ ent Se | ‘ vf itor Af BEETS é va WEAN sep f "
wide_tall,2026-03-01,96,AF1QipN5UGDUBJE_TdMqBxwaVvmSpxhobGE5Jpp5IE9M,5,"4,7,2,5,8,3,24,27,1",9,1,0,"4 ay . , ANY bare? £0 ' ea 7 ay . we ‘ a 7 EN! \ < rey! ‘ . weet] ’ ALS Yes OY ged Epa > ~ set Va FB a PE0y ' EN Sy \ilebeeatieay ees ae wa SO Agestah Wee Lae ea ate We bORA AY Ree"
narrow_top,2026-03-01,96,AF1QipN5UGDUBJE_TdMqBxwaVvmSpxhobGE5Jpp5IE9M,5,"4,8,3,7",4,0,0,"a , . uae Sta ¢ : ‘4 T zim) : NJ Di SVB SN SC sono Ande on ms > ab eso Jin 8 ss. ST a £ Wie of” 3 Py A FANGS Ue se ESE aN SRC er T Ss Bs orth re RMSE hat (insane COtee Petree eet Y"
broad_top,2026-03-01,96,AF1QipN5UGDUBJE_TdMqBxwaVvmSpxhobGE5Jpp5IE9M,5,"7,5,1,4,2,8,3,24",8,1,0,woe a 7 See eng be \ oN NG Ee ee re? aS ee - aN ~ Qs reas ee ok eee SA ™ eT Ws Vee OA \ ieee » 5 os aut ox Par ates han ©. 1. ipl Us rad ene PAN =x 4 a ate a KA iF Ge eae “at iN Ye
baseline,2026-03-01,97,AF1QipMF9sn-jl1cee6mjqNHlog2czXKVlISGoQ3Ubpd,6,"7,24,20,4",4,0,0,"ely BR Bee a ""oe . se F Lae acre, Pa Serra ON enti 7 Lg x - a SRA ER -t PR SESS et LeU eae i Pane TRA OAS PR Sean BZ —""T- - || ‘er 24 20 oe ths >. wagh T= ge ae 4“ ANS eve, a8 ) oN"
wide_lower,2026-03-01,97,AF1QipMF9sn-jl1cee6mjqNHlog2czXKVlISGoQ3Ubpd,6,"3,4,6,2,24,20",6,1,0,at. ‘Leas as 3 Ms oe : Pe te ae . oe ie _. paaeees te me eee rs eh eT ’ a Bere ay Mak Aceh RSS AV E ‘ hy a RN CE yep er Ey 4 ; RAE A ANP oe RA hc Saat VS.:. Tn Re PES AO TN AY ON h
center_tall,2026-03-01,97,AF1QipMF9sn-jl1cee6mjqNHlog2czXKVlISGoQ3Ubpd,6,"7,4,2,24,20",5,0,0,"DANE a0 [7 et Wo BON ‘Shen Ar GEN MERE || f be a T Is ani aes S rae i) or aw uy WN A ae “Af 4 * z 7 ‘ fei fv w2 y Pea ’: y 4s ‘2% ¥ 24 20 A oe >. gut te —, ge at ED Zee 4“ Ate PME,"
left_tall,2026-03-01,97,AF1QipMF9sn-jl1cee6mjqNHlog2czXKVlISGoQ3Ubpd,6,"2,24,20",3,0,0,"ENC be we We Sete ""oe oe. = . a omigs: are ye SORA Paige cock ONS Se Ale . ant, || f be f- T To! ay, aes S rae aw i) or ved 2, tA \ a) ‘2% oe 24 20 >. guar ge 4s Zee “ { PME, taba!"
right_tall,2026-03-01,97,AF1QipMF9sn-jl1cee6mjqNHlog2czXKVlISGoQ3Ubpd,6,"4,7,2,3,24,20",6,0,0,? 4 fee eae Ae. t pion. Y Aa po Ie 65 7 ie 4 ~ . a ca 7 by Lae < 4 YER eda REN a4 Rice CO Seatan ONS tay fA ie SEIU SST ED eeRE yee Day tS SSPE Zz a ae Lees neem gers Gn ane? TT me
wide_tall,2026-03-01,97,AF1QipMF9sn-jl1cee6mjqNHlog2czXKVlISGoQ3Ubpd,6,"4,2,24,20,7,3,8",7,0,0,"’ as af. “2a, rp : .. we al ‘\ . ae f © tha ERO o Aree a byes SI canes a © TE ai Ji AS 4 , PSR ch, EL eho ON Ce Nera eas A ae ; ee a ; ie || ies he! A) ITA | sled a T Is Le PRhire "
narrow_top,2026-03-01,97,AF1QipMF9sn-jl1cee6mjqNHlog2czXKVlISGoQ3Ubpd,6,"2,4,5,24,20",5,0,0,"qt fe pre . ‘ ‘, PaN(a Ess ses 2 0 | : SAE Te Se SN 2 IE Pre PMS oe Ey Se || té qt ay es & ?\ 4% fy | By si T Is Le Px aes S “at i) ee WN Qs ved 2, ot 5) a) tds vie 24 20 oe >. gut"
broad_top,2026-03-01,97,AF1QipMF9sn-jl1cee6mjqNHlog2czXKVlISGoQ3Ubpd,6,"4,28,2,24,20",5,0,0,"NA TS ¥ f ' ‘\ Ny ‘, wr, L Poa, . f : é to te OD Ratt) SNES HabaN Ax Gethin” REE, ‘4 faeces . PEND ARE IIS ON AVES Ri aes Mel are er® Cy eT} EEO 28 Vas a Fe AAG Gees \ GAS ar ra Ta"
baseline,2026-03-01,99,AF1QipPhpVFmWxOEuSQR2TvDy31tpDiVeCfEW7xvZ-XF,8,"4,22,3,2,8",5,1,0,"A ye Yee aN"" sh A 4 eRe, bier ARSE ere Nore mG WAN SE PIR A BU) RN. Bae : © “Re. Sa ah eS, Sika, yee wR Fo ORG Reet) Se AdNS Sd y rr ars || as “= wy ret 22, Cee Ps: 3) vf! Asis Z i"
wide_lower,2026-03-01,99,AF1QipPhpVFmWxOEuSQR2TvDy31tpDiVeCfEW7xvZ-XF,8,"4,7,2,5,30,3,9",7,0,0,"a! ws ee tS v8 A CWS Perse el ~~ a wy LESS em —< ay oy . Bea 4 (; aN NS 7 i y; s ‘ =e a SAIS hye Ne TU ey Ue Oo) TAS Ek Nae a erg Rey. iy} Nee : Tews Te NN an ay ” re \ Sit- Sede, "
center_tall,2026-03-01,99,AF1QipPhpVFmWxOEuSQR2TvDy31tpDiVeCfEW7xvZ-XF,8,"1,4,3,32,2,5",6,0,0,"eye seep Eph Mae N= PNG BY - S —— ‘ ‘ ’ fy ot / mo ie » AD Ve eS oe #1 hy Sea REY : Boo f ‘es ACNE, > ia veel ate” nr a TPL nee ‘ey 4 ean RRR Sess S38 ate Ne ae Scat a ee wie. 3 Te"
left_tall,2026-03-01,99,AF1QipPhpVFmWxOEuSQR2TvDy31tpDiVeCfEW7xvZ-XF,8,"3,32,4,20,2,22,7,1",8,0,0,"is : Sat F wr . i ( ay fs. el yA ei Rs, ane a * ‘3 ‘e * ne af << | WS ‘32 Ay SSDS é ie ico “oo Ned |"" OE Re a On meee Reed! 4 |) NaS ESS: ae PPK LS nw BT REN ER eas , SN PE Rut ara"
right_tall,2026-03-01,99,AF1QipPhpVFmWxOEuSQR2TvDy31tpDiVeCfEW7xvZ-XF,8,"22,2,9,5,3",5,0,0,"ere a eT eat ae, ’ t ? ¥ \ > or lo “! do, S . ry ‘ $ a a . Py +, Yue efi . ty SOY |e . Spf os honed ee “Joa ‘ = i ‘. att: “SERB be \\ NN ie ERT NRE eaeereenet: Pe TL Nene Sae ae ea"
wide_tall,2026-03-01,99,AF1QipPhpVFmWxOEuSQR2TvDy31tpDiVeCfEW7xvZ-XF,8,"4,7,2,9,8",5,1,0,"ve - ‘ ""on ! t . Chee G&S te OF | ts , yestins “ ¥4,-! we : fy <= PLOY, otf SS ~~ OB Le Hee Seen is ae: “> ot, xt} Ba t as art ants an) * ON rn“ ¢ g: eat er AIS == .&” ‘| ~ ee, + T"
narrow_top,2026-03-01,99,AF1QipPhpVFmWxOEuSQR2TvDy31tpDiVeCfEW7xvZ-XF,8,"22,5,4,14,2,3",6,0,0,y Vf ot Oe oe > Tf Nese ~— iS. f co re ST Se te . S Seanad Ma vy ; Pen Es PAN Sf SOD) A VES SS Wi) gt Pie L AY ett fe greet || oe oe we 77F if we) fx ax a St se “s xa 22 \\ ee 2k L
broad_top,2026-03-01,99,AF1QipPhpVFmWxOEuSQR2TvDy31tpDiVeCfEW7xvZ-XF,8,"2,4,3,32,8,6,7,22,9",9,1,0,"TN A% OE ele 2 ‘4 « =e Aaah Pat airs T Le ; ae ad “s Sart; i 4 swe ; Re 3 , S = : on at \ t ay) a i er S oe. vt \ we = ny : Pam vO wet en eS: » me p Sasee os SSS a) ferry 32 ee bgt"
baseline,2026-03-01,100,AF1QipPldk2El80lEMg_Qr66OZPGZxAbsZxvishUE3-J,9,"5,7,2,4,3",5,0,0,"My Racy LE Te 49 . Wisi 6S me iy eee ES pp ghee 5 Ore ev, sf Snes if fnew, aes Zt fe is ten ae tae Sse £ ts “: es Se ts) EET ar - || -, wry < fot Bed is <i = Sed vk a) G = aw Ke ay"
wide_lower,2026-03-01,100,AF1QipPldk2El80lEMg_Qr66OZPGZxAbsZxvishUE3-J,9,"2,4,3,6,5,7,24",7,0,0,vA _ aeea : Coe Gaerne AN FOO Pee OAS PALL EAT alg P yrnreiccant Boks pee b SUS md One rracs & oa 2 es SEN ’ POR pay Mee Et BUN cient Saas ISeeehek Pe | eos af AND Rn ts || oe a~ ~
center_tall,2026-03-01,100,AF1QipPldk2El80lEMg_Qr66OZPGZxAbsZxvishUE3-J,9,"4,1,3,2,9",5,1,0,"+ wr .] of hy ~ ‘ wt f) Ay Beh « t ? ea feet Sethe YS Mss ecg Vises: Lah) ses), 4 ~~ y- p! Leese tn ee fee SS ae EK TO FF Any fy ert Se, eSB VA RB A FO AROS SAY ME ECS OS ORES Ae :"
left_tall,2026-03-01,100,AF1QipPldk2El80lEMg_Qr66OZPGZxAbsZxvishUE3-J,9,"3,2,7,4,9",5,1,0,"a mn B, vee at ier ° z orare Tan N ma csecg’ Sera b ses ok pT ely e: % AS ene ale Si waLe ‘ . aNd, |, Le elereae ps as: net eth payee Se: SWE ig tin Cine NN oe ae e #3 ‘ eohe ean a"
right_tall,2026-03-01,100,AF1QipPldk2El80lEMg_Qr66OZPGZxAbsZxvishUE3-J,9,"4,1,3,2,5",5,0,0,"—— \ ty y 4 ' . HOTNESS Foca atari a ; sd ’ se, * fc: os Va 1 gars ree Rhys be pete cea ve Ly S % CIPS hes ie SSS PS pA ee ast Sie See & lates ote || ora A nw «3 ule vv oan ae Ra u"
wide_tall,2026-03-01,100,AF1QipPldk2El80lEMg_Qr66OZPGZxAbsZxvishUE3-J,9,"2,3,34,8,7,4,9",7,1,0,zmant View 2 AL og ae peal ha be AE es : Ky 3 \ phe ‘ .. ~ : d &!. ‘ Roe ht “ out eae Ameo Wah \ Ra etn ocnstge J pt rt pee ies t wi Saiee veg. * ve ‘ phate : Eee re Se: ha 34 fy =
narrow_top,2026-03-01,100,AF1QipPldk2El80lEMg_Qr66OZPGZxAbsZxvishUE3-J,9,"3,1,2,7",4,0,0,es. SOG a a » 3 ad SW tps: T Tae Vena | o ot) Ly Se \ « os mn rig X ~ : RAN Raise coe WB cbes ARS SAS WEEE Sy TA Tera UA Very ess rT BK SAA SASS. 1 hs 2 AR tetas BAR OS RDA t ow ||
